Body,Head,Head Coverage,Std_Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Docetaxel   ,?a  hasGender  Female,0.137931,0.8,0.8,44,55,55,?a,0.666666667,1,0.5,0.5,22,22,33,22
?a  patientDrug  Docetaxel  ?a  patientDrug  Other   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  patientDrug  Pemetrexed  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Female,0.344828,0.666667,0.666667,110,165,165,?a,0.666666667,0.666666667,0.4,0.6,44,66,66,99
?a  patientDrug  Atezolizumab  ?a  patientDrug  Docetaxel   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  hasStage  IVB  ?a  patientDrug  Docetaxel   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,0.666666667,1,0.666666667,0.333333333,22,11,33,11
?a  hasStage  IVA  ?a  patientDrug  Docetaxel   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  EGFR_Positive  ?a  hasBiomarker  ROS1_Negative   ,?a  hasGender  Female,0.206897,0.75,0.75,66,88,88,?a,1,0.714285714,0.166666667,0.833333333,11,55,11,77
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  EGFR_Positive,0.068182,0.75,0.75,66,88,88,?a,0,1,0,1,0,66,22,66
?a  hasAgeCategory  Young  ?a  patientDrug  Docetaxel   ,?a  hasGender  Female,0.172414,0.833333,0.833333,55,66,66,?a,0.666666667,1,0.4,0.6,22,33,33,33
?a  patientDrug  Docetaxel  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  patientDrug  Pemetrexed  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,1,0.666666667,0.333333333,0.666666667,11,22,11,33
?a  hasStage  IV  ?a  patientDrug  Pemetrexed   ,?a  hasGender  Female,0.137931,0.8,0.8,44,55,55,?a,1,0.666666667,0.5,0.5,22,22,22,33
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,1,0.5,0.666666667,0.333333333,22,11,22,22
?a  patientDrug  Pemetrexed  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasGender  Female,0.137931,0.8,0.8,44,55,55,?a,0.75,1,0.75,0.25,33,11,44,11
?a  patientDrug  Pemetrexed  ?a  treatmentType  Immunotherapy   ,?a  hasGender  Female,0.37931,0.6875,0.6875,121,176,176,?a,0.714285714,0.666666667,0.454545455,0.545454545,55,66,77,99
?a  hasGender  Female  ?a  hasStage  IVA   ,?a  hasBiomarker  EGFR_Positive,0.022727,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  patientDrug  Docetaxel  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,0.5,1,0.333333333,0.666666667,11,22,22,22
?a  hasStage  IIIA  ?a  patientDrug  Docetaxel   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.206897,0.75,0.75,66,88,88,?a,0.666666667,1,0.666666667,0.333333333,44,22,66,22
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Osimertinib   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  hasBiomarker  ROS1_Negative  ?a  hasStage  IVB   ,?a  hasGender  Female,0.206897,0.75,0.75,66,88,88,?a,0.8,0.666666667,0.666666667,0.333333333,44,22,55,33
?a  hasBiomarker  ROS1_Negative  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasGender  Female,0.137931,0.8,0.8,44,55,55,?a,1,0.5,0.75,0.25,33,11,33,22
?a  patientDrug  Docetaxel  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasAgeCategory  Young  ?a  hasBiomarker  ROS1_Negative   ,?a  hasGender  Female,0.275862,0.8,0.8,88,110,110,?a,0.714285714,1,0.625,0.375,55,33,77,33
?a  hasBiomarker  EGFR_Positive  ?a  hasStage  IVA   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  patientDrug  Atezolizumab  ?a  patientDrug  Pemetrexed   ,?a  hasGender  Female,0.137931,0.666667,0.666667,44,66,66,?a,0.5,0.75,0.25,0.75,11,33,22,44
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasGender  Female,0.103448,1,1,33,33,33,?a,1,1,0.666666667,0.333333333,22,11,22,11
?a  hasGender  Female  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  EGFR_Positive,0.022727,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.137931,0.666667,0.666667,44,66,66,?a,1,0.5,0.5,0.5,22,22,22,44
?a  patientDrug  Pemetrexed  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Female,0.137931,0.8,0.8,44,55,55,?a,0,1,0,1,0,44,11,44
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Female,0.103448,1,1,33,33,33,?a,0,1,0,1,0,33,0,33
?a  hasAgeCategory  Young  ?a  hasGender  Female   ,?a  hasBiomarker  EGFR_Positive,0.079545,0.636364,0.636364,77,121,121,?a,0.333333333,1,0.285714286,0.714285714,22,55,66,55
?a  hasGender  Female  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  EGFR_Positive,0.056818,1,1,55,55,55,?a,0,1,0,1,0,55,0,55
?a  hasAgeCategory  Old  ?a  hasBiomarker  PDL1_Negative   ,?a  hasBiomarker  EGFR_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  EGFR_Positive,0.056818,0.714286,0.714286,55,77,77,?a,0,1,0,1,0,55,22,55
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.103448,1,1,33,33,33,?a,0,1,0,1,0,33,0,33
?a  hasBiomarker  PDL1_Negative  ?a  hasGender  Male   ,?a  hasBiomarker  EGFR_Positive,0.011364,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasBiomarker  EGFR_Positive  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasGender  Female,0.206897,0.75,0.75,66,88,88,?a,1,0.666666667,0.333333333,0.666666667,22,44,22,66
?a  hasAgeCategory  Young  ?a  hasBiomarker  EGFR_Positive   ,?a  hasGender  Female,0.241379,0.777778,0.777778,77,99,99,?a,1,0.714285714,0.285714286,0.714285714,22,55,22,77
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasGender  Female,0.172414,0.833333,0.833333,55,66,66,?a,0.833333333,0,1,0,55,0,66,0
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Female,0.172414,0.833333,0.833333,55,66,66,?a,0,0.833333333,0,1,0,55,0,66
?a  hasAgeCategory  Young  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  EGFR_Positive,0.045455,1,1,44,44,44,?a,0,1,0,1,0,44,0,44
?a  patientDrug  Nivolumab  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,0,0,0,0,0,0,0,0
?a  hasGender  Female  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  EGFR_Positive,0.034091,1,1,33,33,33,?a,0,1,0,1,0,33,0,33
?a  hasAgeCategory  Young  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  EGFR_Positive,0.034091,1,1,33,33,33,?a,1,1,0.333333333,0.666666667,11,22,11,22
?a  hasAgeCategory  Old  ?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  EGFR_Positive,0.068182,0.545455,0.545455,66,121,121,?a,0,1,0,1,0,66,55,66
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.137931,0.8,0.8,44,55,55,?a,0,0,0,0,0,0,0,0
?a  hasAgeCategory  Young  ?a  patientDrug  Afatinib   ,?a  hasBiomarker  EGFR_Positive,0.022727,1,1,22,22,22,?a,0,1,0,1,0,22,0,22
?a  hasAgeCategory  Young  ?a  hasStage  IVA   ,?a  hasBiomarker  EGFR_Positive,0.022727,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  patientDrug  Nivolumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,0,0,0,0,0,0,0,0
?a  hasAgeCategory  Young  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  EGFR_Positive,0.022727,1,1,22,22,22,?a,0,1,0,1,0,22,0,22
?a  patientDrug  Nivolumab  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Female,0.137931,1,1,44,44,44,?a,0,0,0,0,0,0,0,0
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,0,0.75,0,1,0,33,0,44
?a  hasGender  Male  ?a  patientDrug  Gemcitabine   ,?a  hasBiomarker  EGFR_Positive,0.022727,0.666667,0.666667,22,33,33,?a,0,1,0,1,0,22,11,22
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Brigatinib  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Alectinib  ?a  patientDrug  Cisplatin   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Emibetuzumab  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Alectinib  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Carboplatin  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Nivolumab  ?a  patientDrug  Placebo%20Controlled%20Study   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Cisplatin   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,1,0.666666667,0.333333333,0.666666667,11,22,11,33
?a  patientDrug  Nivolumab  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Atezolizumab  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Cisplatin  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Female,0.034483,0.5,0.5,11,22,22,?a,0,1,0,1,0,11,11,11
?a  patientDrug  Nivolumab  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Brigatinib  ?a  patientDrug  Cisplatin   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,0,0,0,0,0,0,0,0
?a  hasStage  IV  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0,0.666666667,0,1,0,22,0,33
?a  patientDrug  Lorlatinib  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,0,0.75,0,1,0,33,0,44
?a  patientDrug  Erlotinib  ?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Cisplatin  ?a  patientDrug  Placebo%20Controlled%20Study   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Atezolizumab  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Atezolizumab  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Atezolizumab  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Other  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  patientDrug  Cisplatin  ?a  treatmentType  Surgery   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IV  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,1,0,1,0,22,0,22,0
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,0.666666667,1,0.666666667,0.333333333,22,11,33,11
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.172414,0.625,0.625,55,88,88,?a,0.5,1,0.6,0.4,33,22,66,22
?a  patientDrug  Nivolumab  ?a  treatmentType  Surgery   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Nivolumab  ?a  treatmentType  Thoracoscopy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Atezolizumab  ?a  patientDrug  Carboplatin   ,?a  hasGender  Female,0.103448,0.6,0.6,33,55,55,?a,0,0.6,0,1,0,33,0,55
?a  patientDrug  Atezolizumab  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.103448,1,1,33,33,33,?a,1,1,0.333333333,0.666666667,11,22,11,22
?a  patientDrug  Cisplatin  ?a  patientDrug  Lorlatinib   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Atezolizumab  ?a  treatmentType  Surgery   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IV  ?a  patientDrug  Carboplatin   ,?a  hasGender  Female,0.103448,0.75,0.75,33,44,44,?a,1,0.666666667,0.333333333,0.666666667,11,22,11,33
?a  patientDrug  Atezolizumab  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Atezolizumab  ?a  patientDrug  Cisplatin   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0.5,1,0.5,0.5,11,11,22,11
?a  patientDrug  Carboplatin  ?a  treatmentType  Immunotherapy   ,?a  hasGender  Female,0.344828,0.625,0.625,110,176,176,?a,0.571428571,0.666666667,0.4,0.6,44,66,77,99
?a  patientDrug  Carboplatin  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0,1,0,1,0,22,11,22
?a  hasStage  IIIB  ?a  patientDrug  Cisplatin   ,?a  hasGender  Female,0.034483,0.5,0.5,11,22,22,?a,0,0.5,0,1,0,11,0,22
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.206897,0.666667,0.666667,66,99,99,?a,0.571428571,1,0.666666667,0.333333333,44,22,77,22
?a  patientDrug  Carboplatin  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.206897,0.75,0.75,66,88,88,?a,0.666666667,1,0.666666667,0.333333333,44,22,66,22
?a  hasAgeCategory  Young  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.206897,0.75,0.75,66,88,88,?a,0.75,0.75,0.5,0.5,33,33,44,44
?a  hasStage  IVB  ?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.137931,1,1,44,44,44,?a,1,1,0.75,0.25,33,11,33,11
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Female,0.241379,0.636364,0.636364,77,121,121,?a,0.571428571,0.75,0.571428571,0.428571429,44,33,77,44
?a  patientDrug  Other  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IV  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,0,1,0,1,0,22,0,22
?a  patientDrug  Carboplatin  ?a  patientDrug  Other   ,?a  hasGender  Female,0.103448,1,1,33,33,33,?a,1,1,0.666666667,0.333333333,22,11,22,11
?a  patientDrug  Vinorelbine  ?a  treatmentType  Surgery   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasStage  IIIA  ?a  patientDrug  Atezolizumab   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Vinorelbine  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0,1,0,1,0,22,11,22
?a  hasAgeCategory  Young  ?a  patientDrug  Carboplatin   ,?a  hasGender  Female,0.172414,0.714286,0.714286,55,77,77,?a,0.666666667,0.75,0.4,0.6,22,33,33,44
?a  patientDrug  Carboplatin  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  patientDrug  Atezolizumab  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Female,0.103448,1,1,33,33,33,?a,1,1,0.333333333,0.666666667,11,22,11,22
?a  patientDrug  Carboplatin  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Female,0.344828,0.625,0.625,110,176,176,?a,0.571428571,0.666666667,0.4,0.6,44,66,77,99
?a  treatmentType  Concurrent_Chemoradiotherapy  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Positive,0.034091,0.6,0.6,33,55,55,?a,0,1,0,1,0,33,22,33
?a  hasAgeCategory  Young  ?a  hasBiomarker  ALK_Negative   ,?a  hasGender  Female,0.241379,0.7,0.7,77,110,110,?a,0.666666667,0.75,0.571428571,0.428571429,44,33,66,44
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Female,0.103448,0.6,0.6,33,55,55,?a,0,1,0,1,0,33,22,33
?a  hasAgeCategory  Young  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasGender  Female,0.206897,1,1,66,66,66,?a,1,1,0.666666667,0.333333333,44,22,44,22
?a  hasStage  IIIC  ?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.137931,1,1,44,44,44,?a,1,1,0.75,0.25,33,11,33,11
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Female,0.137931,1,1,44,44,44,?a,1,1,0.5,0.5,22,22,22,22
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Carboplatin   ,?a  hasGender  Female,0.310345,0.6,0.6,99,165,165,?a,0.666666667,0.555555556,0.444444444,0.555555556,44,55,66,99
?a  patientDrug  Vinorelbine  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Vinorelbine  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,0,1,0,1,0,22,11,22
?a  hasAgeCategory  Young  ?a  treatmentType  Immunotherapy   ,?a  hasGender  Female,0.310345,0.692308,0.692308,99,143,143,?a,0.714285714,0.666666667,0.555555556,0.444444444,55,44,77,66
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Carboplatin   ,?a  hasGender  Female,0.137931,0.8,0.8,44,55,55,?a,1,0.75,0.25,0.75,11,33,11,44
?a  hasAgeCategory  Young  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Female,0.137931,1,1,44,44,44,?a,0,1,0,1,0,44,0,44
?a  patientDrug  Vinorelbine  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Vinorelbine  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Female,0.137931,0.571429,0.571429,44,77,77,?a,0.333333333,0.75,0.25,0.75,11,33,33,44
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Lorlatinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Carboplatin  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Female,0.137931,0.666667,0.666667,44,66,66,?a,0,0.8,0,1,0,44,11,55
?a  patientDrug  Osimertinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.068966,0.666667,0.666667,22,33,33,?a,1,0.5,0.5,0.5,11,11,11,22
?a  patientDrug  Emibetuzumab  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  patientDrug  Alectinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IVB  ?a  treatmentType  Immunotherapy   ,?a  hasGender  Female,0.172414,0.714286,0.714286,55,77,77,?a,0.8,0.5,0.8,0.2,44,11,55,22
?a  hasStage  IVB  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Female,0.172414,0.714286,0.714286,55,77,77,?a,0.8,0.5,0.8,0.2,44,11,55,22
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Paclitaxel   ,?a  hasGender  Female,0.103448,1,1,33,33,33,?a,1,1,0.333333333,0.666666667,11,22,11,22
?a  hasSmokingHabit  FormerSmoker  ?a  hasStage  IV   ,?a  hasGender  Female,0.137931,0.8,0.8,44,55,55,?a,1,0.666666667,0.5,0.5,22,22,22,33
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Other   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasGender  Female,0.172414,1,1,55,55,55,?a,1,1,0.8,0.2,44,11,44,11
?a  treatmentType  Molecular_Targeted_Therapy  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,0,1,0,1,0,22,0,22
?a  hasBiomarker  PDL1_Positive  ?a  hasStage  IV   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasBiomarker  BRAF_Negative  ?a  hasStage  IV   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IV  ?a  patientDrug  Lorlatinib   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IV  ?a  patientDrug  Erlotinib   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasGender  Female,0.068966,1,1,22,22,22,?a,1,1,0.5,0.5,11,11,11,11
?a  hasAgeCategory  Young  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasGender  Female,0.241379,0.875,0.875,77,88,88,?a,0.857142857,1,0.857142857,0.142857143,66,11,77,11
?a  hasAgeCategory  Young  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.172414,0.714286,0.714286,55,77,77,?a,1,0.5,0.6,0.4,33,22,33,44
?a  hasAgeCategory  Young  ?a  hasStage  IVB   ,?a  hasGender  Female,0.172414,0.714286,0.714286,55,77,77,?a,0.75,0.666666667,0.6,0.4,33,22,44,33
?a  patientDrug  Brigatinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
?a  hasStage  IV  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Female,0.137931,1,1,44,44,44,?a,1,1,0.5,0.5,22,22,22,22
?a  patientDrug  Other  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,0,1,0,1,0,11,0,11
?a  patientDrug  Placebo%20Controlled%20Study  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.034483,1,1,11,11,11,?a,1,0,1,0,11,0,11,0
